"SORT CODE","BANK NAME","BRANCH NAME"
"240128","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-ASHAIMAN BRANCH"
"240129","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-AIRPORT ACCRA BRANCH"
"240130","FIDELITY BANK GHANA","FIDELITY BANK - MAAMOBI BRANCH"
"240131","FIDELITY BANK GHANA","FIDELITY BANK - KOKOMLEMLE BRANCH"
"240132","FIDELITY BANK GHANA","FIDELITY BANK - KANESHIE MAIN BRANCH"
"240133","FIDELITY BANK GHANA","FIDELITY BANK - TEMA COMM. 1 MAIN BRANCH"
"240134","FIDELITY BANK GHANA","FIDELITY BANK - MADINA MARKET BRANCH"
"240135","FIDELITY BANK GHANA","FIDELITY BANK - TUDU MAIN BRANCH"
"240136","FIDELITY BANK GHANA","FIDELITY BANK - DANSOMAN MAIN BRANCH"
"240138","FIDELITY BANK GHANA","FIDELITY BANK  - ABEKA BRANCH"
"240142","FIDELITY BANK GHANA","FIDELITY BANK - ASHAIMAN MARKET BRANCH"
"240143","FIDELITY BANK GHANA","FIDELITY BANK - AIRPORT PC BRANCH"
"240144","FIDELITY BANK GHANA","FIDELITY BANK  - KASOA BRANCH"
"240145","FIDELITY BANK GHANA","FIDELITY BANK - DOME BRANCH"
"240146","FIDELITY BANK GHANA","FIDELITY BANK - KANESHIE MARKET BRANCH"
"240147","FIDELITY BANK GHANA","FIDELITY BANK - MADINA BRANCH"
"240148","FIDELITY BANK GHANA","FIDELITY BANK - OSU DANQUAH CIRCLE BRANCH"
"240149","FIDELITY BANK GHANA","FIDELITY BANK - NUNGUA BRIGADE BRANCH"
"240150","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - TEMA COMMUNITY 25 BRANCH"
"240151","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - WEIJA BRANCH"
"240152","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD- EAST LEGON BRANCH"
"240191","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-HOHOE BRANCH BRANCH"
"240201","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - NKWAKAW BRANCH"
"240203","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - KOFORIDUA BRANCH"
"240301","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-ASSIN FOSU BRANCH"
"240302","FIDELITY BANK GHANA","FIDELITY BANK - CAPE COAST BRANCH"
"240303","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - CAPECOAST MAIN BRANCH"
"240401","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-TAKORADI MARKET CIRCLE"
"240402","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-TARKWA BRANCH"
"240403","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-TAKORADI POSTBANK BRANCH"
"240405","FIDELITY BANK GHANA","FIDELITY BANK - TARKWA MAIN BRANCH"
"240406","FIDELITY BANK GHANA","FIDELITY BANK - TAKORADI EFFIEKUMA BRANCH"
"240407","FIDELITY BANK GHANA","FIDELITY BANK - TAKORADI MAIN BRANCH"
"240501","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-HO BRANCH"
"240601","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-STADIUM POST"
"240602","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-KUMASI-ADUM"
"240603","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-KUMASI-SUAME"
"240604","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - ATONSU BRANCH"
"240605","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-AHODWO BRANCH"
"240606","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-KUMASI ADUM POSTBANK"
"240607","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - KO METHODIST BRANCH"
"240608","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-SANTASI ROUNDABOUT BRANCH"
"240609","FIDELITY BANK GHANA","FIDELITY BANK - ADUM SAGOE LANE BRANCH"
"240610","FIDELITY BANK GHANA","FIDELITY BANK - SUAME MAIN BRANCH"
"240611","FIDELITY BANK GHANA","FIDELITY BANK - ADUM PZ BRANCH"
"240612","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - SUAME MAAKRO BRANCH"
"240613","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - KNUST BRANCH"
"240701","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-SUNYANI POSTBANK BRANCH"
"240702","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-BEREKUM BRANCH"
"240703","FIDELITY BANK GHANA","FIDELITY BANK - TECHIMAN BRANCH"
"240704","FIDELITY BANK GHANA","FIDELITY BANK - SUNYANI BRANCH"
"240801","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-TAMALE"
"240901","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD-BOLGATANGA POSTBANK BRANCH"
"241090","FIDELITY BANK GHANA","FIDELITY BANK GHANA LTD - WA BRANCH"
"270101","BSIC BANK GHANA LTD","BSIC GHANA LTD-ADABRAKA BRANCH"
"270102","BSIC BANK GHANA","BSIC GHANA LTD-ACCRA CENTRAL BRANCH"
"270103","BSIC BANK GHANA","BSIC GHANA LTD-SPINTEX BRANCH"
"270104","BSIC BANK GHANA","BSIC GHANA LTD-NIMA BRANCH"
"270105","BSIC BANK GHANA","BISC GHANA LTD-NORTH INDUSTRIAL AREA BRANCH"
"270106","BSIC BANK GHANA","BSIC GHANA LTD-MADINA BRANCH"
"270602","BSIC BANK GHANA","BSIC GHANA LTD-KUMASI (ALABAR) BRANCH"
"270801","BSIC BANK GHANA","BSIC GHANA LTD-TAMALE BRANCH"
"280100","ACCESSBANK GHANA LTD","ACCESS BANK"
"280100","ACCESSBANK GHANA LTD","ACCESS BANK - HEAD OFFICE BRANCH"
"280101","ACCESSBANK GHANA LTD","ACCESS BANK - EAST CANTONMENTS BRANCH"
"280102","ACCESSBANK GHANA LTD","ACCESS BANK - TEMA MAIN BRANCH"
"280103","ACCESSBANK GHANA LTD","ACCESS BANK - OSU  OXFORD BRANCH"
"280104","ACCESSBANK GHANA LTD","ACCESS BANK - LASHIBI BRANCH"
"280105","ACCESSBANK GHANA LTD","ACCESS BANK - OSU WATSON BRANCH"
"280106","ACCESSBANK GHANA LTD","ACCESS BANK - KANTAMANTO BRANCH"
"280107","ACCESSBANK GHANA LTD","ACCESS BANK - KANESHIE BRANCH"
"280108","ACCESSBANK GHANA LTD","ACCESS BANK - CASTLE ROAD BRANCH"
"280109","ACCESSBANK GHANA LTD","ACCESS BANK -MADINA BRANCH"
"280110","ACCESSBANK GHANA LTD","ACCESS BANK - SOUTH INDUSTRIAL BRANCH"
"280111","ACCESSBANK GHANA LTD","ACCESS BANK - NIA BRANCH"
"280112","ACCESSBANK GHANA LTD","ACCESS BANK - RING ROAD CENTRAL BRANCH"
"280113","ACCESSBANK GHANA LTD","ACCESS BANK - KANESHIE POST OFFICE BRANCH"
"280114","ACCESSBANK GHANA LTD","ACCESS BANK - ABEKA LAPAZ BRANCH"
"280115","ACCESSBANK GHANA LTD","ACCESS BANK - OKAISHIE BRANCH"
"280116","ACCESSBANK GHANA LTD","ACCESS BANK - ASHAIMAN BRANCH"
"280117","ACCESSBANK GHANA LTD","ACCESS BANK - IPS BRANCH"
"280118","ACCESSBANK GHANA LTD","ACCESS BANK - ACHIMOTA BRANCH"
"280119","ACCESSBANK GHANA LTD","ACCESS BANK - TEMA COMMUNITY 1 BRANCH"
"280120","ACCESSBANK GHANA LTD","ACCESS BANK - NIMA BRANCH"
"280121","ACCESSBANK GHANA LTD","ACCESS BANK - TIA BRANCH"
"280122","ACCESSBANK GHANA LTD","ACCESS BANK - AIRPORT BRANCH"
"280123","ACCESSBANK GHANA LTD","ACCESS BANK - KASOA BRANCH"
"280124","ACCESSBANK GHANA LTD","ACCESS BANK - SPINTEX BRANCH"
"280125","ACCESSBANK GHANA LTD","ACCESS BANK - NEWTOWN BRANCH"
"280126","ACCESSBANK GHANA LTD","ACCESS BANK - HAATSO BRANCH"
"280127","ACCESSBANK GHANA LTD","ACCESS BANK - AIRPORT BRANCH"
"280128","ACCESSBANK GHANA LTD","ACCESS BANK - LEGON BRANCH"
"280129","ACCESSBANK GHANA LTD","ACCESS - ADJIRIGANOR BRANCH"
"280130","ACCESSBANK GHANA LTD","ACCESS BANK - OCTAGON ACCRA"
"280201","ACCESSBANK GHANA LTD","ACCESS BANK - KOFORIDUA BRANCH"
"280401","ACCESSBANK GHANA LTD","ACCESS BANK - TARKWA BRANCH"
"280402","ACCESSBANK GHANA LTD","ACCESS BANK - TAKORADI BRANCH"
"280403","ACCESSBANK GHANA LTD","ACCESS BANK - SEFWI BRANCH"
"280404","ACCESSBANK GHANA LTD","ACCESS BANK - ENCHI BRANCH"
"280405","ACCESSBANK GHANA LTD","ACCESS BANK - MARKET CIRCLE TAKORADI BRANCH"
"280501","ACCESSBANK GHANA LTD","ACCESS BANK - HO BRANCH"
"280601","ACCESSBANK GHANA LTD","ACCESS BANK - KUMASI ASAFO BRANCH"
"280602","ACCESSBANK GHANA LTD","ACCESS BANK - ADUM BRANCH"
"280603","ACCESSBANK GHANA LTD","ACCESS BANK - SUAME BRANCH"
"280604","ACCESSBANK GHANA LTD","ACCESS BANK - AMAKOM BRANCH"
"280605","ACCESSBANK GHANA LTD","ACCESS BANK -  ALABAR BRANCH"
"280606","ACCESSBANK GHANA LTD","ACCESS BANK  - KNUST BRANCH"
"280607","ACCESSBANK GHANA LTD","ACCESS BANK - KEJETIA BRANCH"
"280701","ACCESSBANK GHANA LTD","ACCESS BANK - TECHIMAN BRANCH"
"280801","ACCESSBANK GHANA LTD","ACCESS BANK - TAMALE BRANCH"
"280901","ACCESSBANK GHANA LTD","ACCESS BANK - BOLGATANGA BRANCH"
"281001","ACCESSBANK GHANA LTD","ACCESS BANK -  WA  BRANCH"
"330100","FIRST NATIONAL BANK","FIRST NATIONAL BANK"
"330101","FIRST NATIONAL BANK","FIRST NATIONAL BANK - JUNCTION SHOPPING CENTRE BRANCH"
"330102","FIRST NATIONAL BANK","FIRST NATIONAL BANK - ACCRA BRANCH"
"330106","FIRST NATIONAL BANK","FIRST NATIONAL BANK - ACCRA MALL BRANCH"
"330107","FIRST NATIONAL BANK","FIRST NATIONAL BANK - ACHIMOTA MALL BRANCH"
"330108","FIRST NATIONAL BANK","FIRST NATIONAL BANK - WEST HILLS MALL BRANCH"
"330111","FIRST NATIONAL BANK","FIRST NATIONAL BANK - MAKOLA BRANCH"
"330112","FIRST NATIONAL BANK","FIRST NATIONAL BANK  - TEMA BRANCH"
"340100","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - HEAD OFFICE BRANCH"
"340101","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -AIRPORT CITY BRANCH"
"340102","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -RIDGE BRANCH"
"340103","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TUDU BRANCH"
"340104","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TEMA COMM 1 BRANCH"
"340105","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - MANET TOWER 3 BRANCH"
"340106","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MAKOLA BRANCH"
"340107","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - ARENA BRANCH"
"340108","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KOKOMLEMLE BRANCH"
"340109","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ACHIMOTA BRANCH"
"340110","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ADABRAKAH BRANCH"
"340111","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ADENTA BRANCH"
"340112","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SPINTEX BRANCH"
"340113","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -AMERICAN HOUSE BRANCH"
"340114","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ANYAA MARKET BRANCH"
"340115","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -APENKWA BRANCH"
"340116","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASHAIMAN ROUND ABOUT BRANCH"
"340117","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASHAIMAN MAIN BRANCH"
"340118","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASHALLEY BOTWE BRANCH"
"340119","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASHIYEA BRANCH"
"340120","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ATOMIC JUNCTION BRANCH"
"340121","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ATOMIC BRANCH"
"340122","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -DANSOMAN ROUND-ABOUT BRANCH"
"340123","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -DANSOMAN EXHIBITION BRANCH"
"340124","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -RUSSIA ROAD BRANCH"
"340125","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -DARKUMAN BRANCH"
"340126","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -DOME BRANCH"
"340127","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -DZORWULU BRANCH"
"340128","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -EAST LEGON BRANCH"
"340129","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -GIMPA BRANCH"
"340130","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KANESHIR BRANCH"
"340131","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KASOA MAIN BRANCH"
"340132","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - KASOA NEW MARKET"
"340133","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KORLE- BU BRANCH"
"340134","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KORLE DUDOR BRANCH"
"340135","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KWABENYA BRANCH"
"340136","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -LABONE BRANCH"
"340137","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -LAPAZ BRANCH"
"340138","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MADINA MAIN BRANCH"
"340139","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MADINA NEW ROAD BRANCH"
"340140","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MALLAM JUNCTION BRANCH"
"340141","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -PIG FARM BRANCH"
"340142","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MAMOBI BRANCH"
"340143","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -NIMA MAIN BRANCH"
"340144","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MERIDIAN BRANCH"
"340145","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -NORTH INDUSTRIAL AREA BRANCH"
"340146","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -CASTLE ROAD BRANCH"
"340147","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -OXFORD STREET BRANCH"
"340148","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -POKUASE BRANCH"
"340149","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ABBOSSEY-OKAI BRANCH"
"340150","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - SHIPPERS HOUSE BRANCH"
"340151","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SAKUMONO BRANCH"
"340152","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SOUTH LEGON BRANCH"
"340153","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -EAST AIRPORT BRANCH"
"340154","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -BAATSONA BRANCH"
"340155","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -OPERA SQUARE BRANCH"
"340156","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TEMA COMM 2 BRANCH"
"340157","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TEMA COMM 25 BRANCH"
"340158","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TESANO BRANCH"
"340159","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TESHIE BRANCH"
"340160","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TRADE FAIR BRANCH"
"340161","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ABEKA BRANCH"
"340162","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -UNIVERSITY OF GHANA BRANCH"
"340163","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -WEIJA BRANCH"
"340164","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -WISCONSIN BRANCH"
"340165","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ZENU BRANCH"
"340166","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ACCRA BRANCH"
"340191","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -GOLDENLINK SAVINGS AND LOANS"
"340197","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -PROGRESS SAVINGS AND LOANS"
"340198","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -BEST POINT SAVINGS AND LOANS"
"340201","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ABETIFI BRANCH"
"340202","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KOFORIDUA BRANCH"
"340203","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MAMFE BRANCH"
"340204","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -NEW ABIREM BRANCH"
"340301","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -UNIVERSITY OF CAPE COAST BRANCH"
"340302","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -DUNKWAW-ON OFFIN BRANCH"
"340303","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SWEDRU BRANCH"
"340304","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -WINNEBA BRANCH"
"340401","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASAWINSO BRANCH"
"340402","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -AXIM ROAD BRANCH"
"340403","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MARKET CIRCLE BRANCH"
"340404","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TARKWA BRANCH"
"340501","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -HO BRANCH"
"340601","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ADUM BRANCH"
"340602","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -AFFUL NKWANTA BRANCH"
"340603","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -AHODWO BRANCH"
"340604","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ALABAR BRANCH"
"340605","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASAFO BRANCH"
"340606","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -MAAKRO BRANCH"
"340607","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASOKWA BRANCH"
"340608","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ATONSU BRANCH"
"340609","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -BANTAMA BRANCH"
"340610","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -EJISU BRANCH"
"340611","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -HARPER ROAD BRANCH"
"340612","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - KEJETIA BRANCH"
"340613","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KNUST BRANCH"
"340614","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -NHYIAESO BRANCH"
"340615","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ROMAN HILL BRANCH"
"340616","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SOKOBAN BRANCH"
"340617","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -ASHTOWN BRANCH"
"340618","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SUAME BRANCH"
"340619","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TAFO BRANCH"
"340620","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - ROMAN HILL MARKET BRANCH"
"340621","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -KRONUM BRANCH"
"340622","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - ABUAKWA BRANCH"
"340701","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - SUNYANI MAIN BRANCH"
"340702","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -SUNYANI POST OFFICE BRANCH"
"340703","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TECHIMAN MARKET BRANCH"
"340704","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - TECHIMAN WENCHI ROAD BRANCH"
"340705","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TECHIMAN VALLEY VIEW BRANCH"
"340801","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - TAMALE MAIN BRANCH"
"340802","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -TAMALE ABOABO BRANCH"
"340803","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - TAMALE HOSPITAL ROAD BRANCH"
"340804","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -BOLE BRANCH"
"340901","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA - BAWKU BRANCH"
"340902","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -BOLGA POLICE STATION ROAD BRANCH"
"340903","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -BOLGA COMMERCIAL ROAD BRANCH"
"341001","CONSOLIDATED BANK GHANA","CONSOLIDATED BANK GHANA -WA BRANCH"
"360101","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - HEAD OFFICE BRANCH"
"360102","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - ABOSSEY OKAI BRANCH"
"360103","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - ASHAIMAN BRANCH"
"360104","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - DZORWULU BRANCH"
"360105","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - DOME BRANCH"
"360106","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - NMAI DJORN BRANCH"
"360107","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - TEMA COMM 1 BRANCH"
"360108","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD- KOKOMLEMLE BRANCH"
"360109","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - MADINA BRANCH"
"360110","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - TUDU BRANCH"
"360111","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - SPINTEX BRANCH"
"360112","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - OSU BRANCH"
"360113","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - WEIJA BRANCH"
"360114","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD- EAST LEGON BRANCH"
"360115","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - TEMA COMM 2 BRANCH"
"360201","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - KOFORIDUA BRANCH"
"360301","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - KASOA BRANCH"
"360401","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD -  TAKORADI BRANCH"
"360402","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - TARKWA BRANCH"
"360601","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD- MANHYIA BRANCH"
"360602","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - KUMASI CENTRAL MARKET BRANCH"
"360603","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - KEJETIA BRANCH"
"360604","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - ANLOGA BRANCH"
"360605","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - KRONUM BRANCH"
"360606","OMNI BANK GHANA LTD","OMNI BANK GHANA LTD - ADUM BRANCH"
"390100","GHL BANK","GHL HEAD OFFICE"
"390100","GHL BANK","GHL BANK Ltd"
"390101","GHL BANK","GHL BANK- AIRPORT CITY BRANCH"
"390401","GHL BANK","GHL BANK- TAKORADI BRANCH"
"390601","GHL BANK","GHL BANK-KUMASI BRANCH"